age,height,weight,activity_level,diet_quality,smoking_status,alcohol_consumption,sleep_hours,stress_level,health_tips
39,179,68,Moderate,Poor,No,Yes,4,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
30,172,93,Low,Good,No,Yes,8,Low,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
34,194,83,High,Poor,No,No,7,High,Improve your diet by including more fruits and vegetables.
20,150,85,Moderate,Average,No,No,5,Medium,Ensure you get at least 7-8 hours of sleep each night.
45,190,73,Low,Good,Yes,No,7,Low,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
30,174,81,High,Average,No,Yes,9,High,Limit alcohol consumption to maintain liver health.
71,189,71,Low,Average,Yes,Yes,4,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
75,192,92,Moderate,Average,No,No,4,Low,Ensure you get at least 7-8 hours of sleep each night.
75,198,95,Moderate,Poor,No,No,7,Low,Improve your diet by including more fruits and vegetables.
59,192,66,Moderate,Poor,No,Yes,9,Low,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
53,198,74,Low,Good,Yes,No,4,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
18,196,80,Low,Average,No,Yes,4,High,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
79,184,62,Low,Poor,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
31,189,54,Low,Good,No,Yes,7,Medium,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
55,168,75,Moderate,Good,No,No,8,Medium,Your health parameters look good. Keep maintaining a healthy lifestyle.
36,180,73,Low,Poor,Yes,Yes,4,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
53,163,63,Low,Poor,Yes,No,9,Low,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
28,177,54,High,Poor,Yes,Yes,8,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
37,174,77,Low,Poor,No,Yes,8,Low,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
62,185,98,Moderate,Good,No,No,5,Low,Ensure you get at least 7-8 hours of sleep each night.
45,173,97,Low,Average,No,Yes,6,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
27,173,92,High,Average,No,No,6,High,Ensure you get at least 7-8 hours of sleep each night.
66,188,59,High,Poor,No,No,8,Medium,Improve your diet by including more fruits and vegetables.
56,168,74,Low,Good,Yes,No,7,Low,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
76,187,94,Moderate,Average,No,Yes,5,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
30,167,89,High,Good,No,No,8,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
65,194,57,High,Good,No,Yes,8,Low,Limit alcohol consumption to maintain liver health.
56,164,89,Moderate,Average,No,No,8,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
67,190,52,High,Good,Yes,No,8,High,Consider quitting smoking to improve your overall health.
56,157,72,High,Good,No,Yes,9,Medium,Limit alcohol consumption to maintain liver health.
23,185,69,Moderate,Good,Yes,No,5,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
40,158,71,Low,Average,Yes,Yes,4,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
30,156,70,High,Average,Yes,No,6,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
20,188,66,High,Poor,No,Yes,6,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
77,159,65,Low,Poor,Yes,No,7,Low,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
18,193,84,High,Good,Yes,No,4,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
67,156,52,High,Average,Yes,No,5,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
42,181,87,Low,Good,Yes,Yes,9,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
60,156,62,High,Average,Yes,No,7,High,Consider quitting smoking to improve your overall health.
47,169,73,High,Average,No,Yes,5,High,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
46,194,62,High,Average,No,Yes,9,Medium,Limit alcohol consumption to maintain liver health.
50,193,85,Low,Poor,Yes,No,9,Low,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
22,180,89,Moderate,Average,No,Yes,8,Medium,Limit alcohol consumption to maintain liver health.
26,197,95,High,Poor,Yes,Yes,6,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
36,156,62,Low,Good,No,Yes,8,High,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
63,199,85,Moderate,Average,Yes,No,6,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
46,156,92,Moderate,Poor,Yes,Yes,4,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
25,166,77,Moderate,Average,Yes,No,4,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
26,188,85,High,Good,No,Yes,4,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
34,161,70,High,Average,Yes,No,5,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
40,150,92,Low,Poor,No,No,7,Medium,Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
60,153,97,Low,Average,Yes,No,4,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
33,176,78,Low,Good,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
38,163,94,Moderate,Poor,Yes,No,7,Low,Consider quitting smoking to improve your overall health. | Improve your diet by including more fruits and vegetables.
66,165,59,Moderate,Average,No,Yes,9,Medium,Limit alcohol consumption to maintain liver health.
39,180,94,Low,Average,Yes,Yes,7,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
41,165,78,Low,Poor,No,Yes,9,High,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
51,199,93,High,Good,No,Yes,8,High,Limit alcohol consumption to maintain liver health.
20,162,79,High,Good,No,No,5,Low,Ensure you get at least 7-8 hours of sleep each night.
66,179,94,Low,Good,Yes,Yes,6,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
44,192,72,High,Good,No,No,7,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
29,199,78,Low,Average,Yes,No,6,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
42,164,94,Low,Poor,No,No,9,Low,Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
33,153,89,Moderate,Good,No,No,9,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
65,199,78,Low,Poor,No,No,6,Medium,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
43,160,85,High,Average,No,Yes,6,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
23,166,56,Moderate,Good,No,Yes,7,High,Limit alcohol consumption to maintain liver health.
40,153,92,Low,Average,No,No,4,Low,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
72,163,88,Moderate,Poor,Yes,No,8,Low,Consider quitting smoking to improve your overall health. | Improve your diet by including more fruits and vegetables.
69,157,91,Moderate,Good,No,Yes,6,High,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
52,168,88,High,Average,No,No,5,Medium,Ensure you get at least 7-8 hours of sleep each night.
47,197,93,High,Average,No,No,4,High,Ensure you get at least 7-8 hours of sleep each night.
30,189,94,Low,Good,Yes,No,9,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
